Market,Max Trades, Backtest Period,Total Trades,Total Profit, Avg Profit, Drawdown, Wins, Draws, Loses, Win Rate, Win Day,Avg Duration, Avg Dur_Win, Avg Dur_Lose, Market Change, Left total trades, Left avg profit, Left total profit, Left avg duration, Left win, Left draws, Left lose, Left Win Rate 
USDT200, 10,20211001_20211101,391,12.34%,0.30, 43.74%,325, 0, 66, 83.1,27/0/4,1:14:00, 0:47:00, 3:30:00,37.44%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20210901_20211001,250,4.88%,0.20, 60.02%,202, 0, 48, 80.8,22/1/8,3:23:00, 0:39:00, 14:51:00,-13.11%,1,-0.09, -0.01, 23 days 8:35:00,0,0, 1, 0
USDT200, 10,20210801_20210901,364,15.93%,0.41, 37.02%,304, 0, 60, 83.5,23/0/8,1:26:00, 0:56:00, 4:00:00,55.72%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20210701_20210801,350,0.83%,0.03, 68.51%,265, 0, 85, 75.7,20/0/11,1:57:00, 1:12:00, 4:19:00,22.17%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20210601_20210701,232,10.83%,0.45, 43.54%,191, 0, 41, 82.3,18/4/8,2:39:00, 0:42:00, 11:46:00,-22.67%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20210501_20210601,599,67.83%,0.87, 52.95%,518, 0, 81, 86.5,29/0/2,1:09:00, 0:54:00, 2:45:00,-34.38%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20210401_20210501,604,82.68%,1.00, 30.75%,536, 0, 68, 88.7,29/0/1,0:58:00, 0:36:00, 3:53:00,27.93%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20210301_20210401,665,79.83%,0.88, 30.47%,574, 0, 91, 86.3,30/0/2,0:52:00, 0:32:00, 2:59:00,136.52%,2,0.61, 0.22, 0:28:00,1,0, 1, 50.0
USDT200, 10,20210201_20210301,895,141.99%,0.99, 24.49%,789, 0, 106, 88.2,26/0/3,0:55:00, 0:29:00, 4:12:00,81.74%,1,-0.35, -0.07, 6 days 9:10:00,0,0, 1, 0
USDT200, 10,20210101_20210201,836,87.54%,0.76, 64.31%,721, 0, 115, 86.2,28/0/3,0:52:00, 0:31:00, 3:05:00,92.61%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20201201_20210101,352,23.27%,0.60, 41.61%,293, 0, 59, 83.2,27/0/5,3:14:00, 0:45:00, 15:30:00,6.6%,4,-1.10, -0.53, 7 days 16:39:00,0,0, 4, 0
USDT200, 10,20201101_20201201,459,20.36%,0.41, 43.53%,372, 0, 87, 81.0,23/0/7,1:21:00, 0:54:00, 3:14:00,45.88%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20201001_20201101,188,5.49%,0.29, 11.5%,153, 0, 35, 81.4,22/1/6,2:30:00, 1:52:00, 5:16:00,-18.94%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20200901_20201001,323,29.01%,0.79, 33.75%,280, 0, 43, 86.7,22/1/7,0:55:00, 0:30:00, 3:36:00,-29.71%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20200801_20200901,317,14.14%,0.42, 29.27%,249, 0, 68, 78.5,25/1/6,1:58:00, 1:24:00, 4:01:00,45.8%,1,-0.05, -0.01, 2 days 22:10:00,0,0, 1, 0
USDT200, 10,20200701_20200801,222,14.5%,0.61, 11.56%,190, 0, 32, 85.6,26/0/6,1:40:00, 1:08:00, 4:48:00,35.02%,1,-0.38, -0.04, 20:35:00,0,0, 1, 0
USDT200, 10,20200601_20200701,118,1.63%,0.14, 23.95%,86, 0, 32, 72.9,20/3/8,6:09:00, 1:15:00, 19:19:00,-0.74%,1,-0.30, -0.03, 19 days 6:25:00,0,0, 1, 0
USDT200, 10,20200501_20200601,210,8.66%,0.40, 29.91%,174, 0, 36, 82.9,21/3/8,5:13:00, 1:06:00, 1 day 1:07:00,19.2%,2,-2.31, -0.50, 15 days 9:05:00,0,0, 2, 0
USDT200, 10,20200401_20200501,234,6.2%,0.26, 23.38%,192, 0, 42, 82.1,23/0/8,2:42:00, 1:23:00, 8:45:00,31.53%,1,-0.11, -0.01, 6 days 16:10:00,0,0, 1, 0
USDT200, 10,20200301_20200401,271,-5.34%,-0.16, 164.04%,216, 0, 55, 79.7,19/5/7,1:03:00, 0:31:00, 3:09:00,-33.67%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20200201_20200301,215,7.74%,0.35, 56.57%,178, 0, 37, 82.8,17/2/8,1:20:00, 0:47:00, 4:04:00,4.87%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20200101_20200201,180,7.29%,0.39, 19.37%,146, 0, 34, 81.1,19/6/7,2:09:00, 1:33:00, 4:48:00,25.34%,1,-0.67, -0.07, 1:00:00,0,0, 1, 0
USDT200, 10,20191201_20200101,88,-2.51%,-0.28, 41.36%,66, 0, 22, 75.0,15/3/11,2:13:00, 0:57:00, 6:02:00,-13.54%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20191101_20191201,56,1.77%,0.31, 10.46%,44, 0, 12, 78.6,18/5/6,1:56:00, 1:20:00, 4:10:00,-8.1%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20211001_20211101,261,-3.5%,-0.13, 85.87%,194, 0, 67, 74.3,21/0/10,1:38:00, 1:00:00, 3:26:00,-4.23%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20210901_20211001,266,16.06%,0.56, 23.24%,215, 0, 51, 80.8,19/2/10,1:15:00, 0:34:00, 4:11:00,-2.26%,1,-0.17, -0.02, 1 day 14:55:00,0,0, 1, 0
BTC200, 10,20210801_20210901,318,9.68%,0.29, 35.37%,260, 0, 58, 81.8,21/0/11,2:27:00, 1:10:00, 8:13:00,38.45%,1,-0.19, -0.02, 8 days 15:05:00,0,0, 1, 0
BTC200, 10,20210701_20210801,253,0.51%,0.02, 63.3%,186, 0, 67, 73.5,14/1/16,1:38:00, 0:52:00, 3:47:00,5.3%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20210601_20210701,147,3.83%,0.26, 26.71%,116, 0, 31, 78.9,18/4/9,4:06:00, 0:49:00, 16:21:00,-21.15%,1,-0.16, -0.02, 16 days 1:50:00,0,0, 1, 0
BTC200, 10,20210501_20210601,432,36.77%,0.73, 30.13%,365, 0, 67, 84.5,25/0/6,1:04:00, 0:41:00, 3:09:00,-8.05%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20210401_20210501,501,42.67%,0.71, 16.3%,416, 0, 85, 83.0,29/0/2,1:05:00, 0:40:00, 3:10:00,35.86%,1,-2.24, -0.32, 1:10:00,0,0, 1, 0
BTC200, 10,20210301_20210401,637,39.54%,0.53, 51.26%,503, 0, 134, 79.0,26/0/6,0:57:00, 0:33:00, 2:24:00,76.54%,2,0.44, 0.12, 0:15:00,1,0, 1, 50.0
BTC200, 10,20210201_20210301,804,68.93%,0.66, 125.32%,673, 0, 131, 83.7,26/0/3,1:12:00, 0:59:00, 2:23:00,32.57%,1,0.28, 0.05, 0:15:00,1,0, 0, 100
BTC200, 10,20210101_20210201,709,53.15%,0.60, 41.16%,575, 0, 134, 81.1,25/0/6,0:53:00, 0:31:00, 2:31:00,63.15%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20201201_20210101,249,23.47%,0.85, 28.7%,207, 0, 42, 83.1,27/0/4,0:47:00, 0:29:00, 2:13:00,-31.37%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20201101_20201201,413,19.48%,0.44, 40.07%,323, 0, 90, 78.2,23/1/6,1:05:00, 0:34:00, 2:54:00,0.4%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20201001_20201101,118,1.2%,0.10, 22.15%,95, 0, 23, 80.5,19/2/10,1:32:00, 0:56:00, 4:00:00,-36.85%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200901_20201001,285,13.43%,0.45, 46.33%,240, 0, 45, 84.2,26/0/4,0:56:00, 0:28:00, 3:21:00,-26.31%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200801_20200901,373,20.24%,0.49, 19.07%,297, 0, 76, 79.6,23/0/8,1:14:00, 0:45:00, 3:05:00,46.6%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200701_20200801,331,25.33%,0.68, 19.28%,276, 0, 55, 83.4,26/0/5,1:20:00, 0:47:00, 4:05:00,12.23%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200601_20200701,206,11.77%,0.54, 16.8%,164, 0, 42, 79.6,25/1/4,1:33:00, 1:09:00, 3:05:00,8.05%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200501_20200601,238,16.8%,0.65, 12.5%,188, 0, 50, 79.0,26/1/4,1:14:00, 0:40:00, 3:19:00,18.13%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200401_20200501,146,11.97%,0.78, 6.83%,112, 0, 34, 76.7,23/1/6,1:51:00, 0:59:00, 4:41:00,-2.9%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200301_20200401,234,14.05%,0.57, 32.16%,181, 0, 53, 77.4,20/0/12,1:16:00, 0:37:00, 3:26:00,-8.5%,1,-3.04, -0.35, 2:20:00,0,0, 1, 0
BTC200, 10,20200201_20200301,280,14.76%,0.49, 33.92%,225, 0, 55, 80.4,22/0/7,1:30:00, 0:48:00, 4:24:00,17.73%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200101_20200201,144,2.77%,0.19, 13.66%,110, 0, 34, 76.4,13/2/16,2:13:00, 1:20:00, 5:04:00,-2.54%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20191201_20200101,113,2.86%,0.25, 22.64%,90, 0, 23, 79.6,20/2/10,1:33:00, 1:02:00, 3:35:00,-10.35%,1,-0.23, -0.02, 1:40:00,0,0, 1, 0
BTC200, 10,20191101_20191201,171,7.51%,0.43, 24.01%,135, 0, 36, 78.9,19/2/7,2:17:00, 1:24:00, 5:38:00,14.06%,0,0.00, 0.00, 0:00,0,0, 0, 0
